"?Ufid"
"string"
00025936
00049850
00090890
00411181
00447686
00545581
00883681
00916400
01046960
01266301
01291870
01339723
01460994
01582981
01626560
01911123
02097481
02126540
02322601
02368000
02403661
02553750
02640230
02783030
02854741
03358710
03660610
03887521
03908090
03934620
04001820
04391640
04875361
04901700
05046630
05181541
05372970
05490260
05493560
05493850
05536520
06053620
06386720
06661201
06794341
06845380
06862310
07055350
07084097
07159210
07159210
07267550
07510400
07515901
07749400
07945840
08285220
08420139
08796918
08888190
08963221
09006530
09006920
09009270
10079960
10211658
10618349
10919161
10954430
10956541
10972905
11032981
11034661
11035081
11075401
11110729
11358711
11397541
11397961
11453020
11484901
11703330
11716741
11831383
11902801
11928220
11934850
11952780
11953180
11981483
11985884
12075841
12081301
12126241
12160105
12176170
12500881
12556530
12959540
12972600
13103810
13186661
13303158
13339201
13454701
13589910
13664087
13695882
13717930
13730940
13760530
13799053
13926020
14012030
14153083
14178256
14297221
14319450
14346518
14417310
14616774
14812141
14841530
14895994
15032994
15118461
15223741
15234577
15340070
15486910
15672721
15865501
16024870
16195317
16378321
16393861
16414441
16571640
16700980
17174221
17177431
17179950
17197660
17271661
17939461
17959300
18362160
18485881
18552370
18640380
18676300
18775860
18946130
19104541
19217934
19435480
19518440
19745881
19746721
19755121
19831141
20000090
20494630
20526530
20541470
20650550
20717341
21040321
21070120
21108966
21708541
21749770
21975661
22118881
22192170
22333480
22544761
22739150
23181340
23351150
23449441
23673301
23831090
23932950
24154980
25520950
25697660
25759300
26206321
26250841
26251681
26334841
26334841
26399941
26433470
26666641
26792720
26973410
27409201
27727141
27727981
28632010
29477500
29497080
29966689
30000180
30173720
30305010
30512934
30954341
30967380
30994100
31010740
31213736
31224061
31520730
31611120
31636620
31735621
31983001
32165470
32239000
32242890
32270701
32402060
32519154
32592990
32611190
33074790
33443340
33640320
33711301
33984301
34044361
34124820
34237141
34240081
34293001
34349701
34351801
34417741
34533150
34809181
34838920
34886930
35640220
35744290
36234200
36509935
36527821
36697081
36748741
36862981
37136350
37194781
37246490
37386430
37694680
37875181
37987741
37996634
38027830
38047330
38048950
38124970
38407750
38648821
38672920
38869741
38883370
39080581
39219601
39277970
39317543
39352741
39621961
39799920
39816421
39890710
40115065
40156240
40304580
40630318
40668181
40669021
40772580
40834921
40879861
41011282
41015521
41226860
41295661
41623220
41623670
41952541
42027228
42057961
42416670
42615721
42719940
42748021
42925450
42998940
43069741
43150290
43267141
43303360
43379919
43535521
43687981
43781641
44023141
44054221
44105881
44257310
44371321
44602570
44630750
44642580
44729040
44745541
44749321
44770741
44828281
44920950
44955541
45066340
45221821
45303721
45403860
45461020
45499441
45549841
45794701
45828550
45957241
46068541
46094581
46095421
46513741
46692540
46702741
46776190
46931221
46982461
47070840
47215141
47318041
47324341
47411281
47441521
47701921
47784661
47896910
47914441
48019441
48109300
48173161
48213901
48255061
48333601
48367621
48369721
48481370
48573421
48740997
49125301
49328581
49366650
49445761
49636441
49638240
49660348
49706240
49826701
49871889
49888517
49999637
50210200
50326450
50370181
50418901
50466500
51095554
51715920
51903601
52104540
52131585
52382100
52717390
52891093
53195020
53679373
54106984
54294990
54438050
54821500
54927900
55230300
55318110
55717590
55981500
56096843
56605630
56650400
56724770
56766200
57136460
57389730
57555760
58170920
59435300
59563990
59812470
60107780
60347701
60945664
61040938
61079320
61101510
61131363
61277070
61746060
61843347
62017120
62830320
63031230
63175880
63293953
63704740
63736890
64003350
64254620
64332740
64651140
64838690
64985691
65175080
65792310
65931639
66015190
66039460
66149359
66203570
66584117
66969157
67185410
67931070
68006970
68095580
68101940
68201659
68873274
68942380
68963170
69133199
69178390
69725870
70061945
70260640
70655000
70733587
70754510
70978730
71120680
71857801
72740580
73344420
73588621
73872560
73876450
74141860
74207380
74851430
74888480
75412210
75648070
75703980
75711922
75713528
75822170
76420940
76757170
76859230
77325750
78086420
78430440
79334750
79415530
79955840
80601370
80945540
81032440
81295080
81428948
81679420
81698575
81810121
81997240
82547880
82788351
82912880
83171761
83172601
83173441
83173861
83178061
83180161
83183101
83183521
83184781
83185621
83186461
83187301
83187721
83189821
83190241
83190661
83191081
83191921
83192341
83193181
83194441
83195701
83196121
83197381
83300350
83560020
84189950
84767500
84940200
85193890
85526691
85836843
85920960
86105201
86201849
86335730
86532480
86851059
87454210
87700562
88089040
88207660
88225959
88484260
88798890
88911140
89305720
89392940
89697200
89822890
90103386
90347530
90375230
90501120
90993970
91060160
91107414
91132439
91173579
91463170
91494945
91581600
92453770
92836980
93105130
93191599
93415020
93937151
94343410
94558059
94649420
95019680
95132260
95138060
95436840
95572480
95670988
96365600
96582918
96845495
96965380
96996440
97121164
97331430
97417440
97577670
97708140
97720910
98152690
98926810
99406460
99505720
99539979
